Title,Lyrics
Hoodrich Girl,"1 ContributorHoodrich Girl Lyrics[Chorus] I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets (man said that)  [Verse 1] Bad girl bitching for whatever reason it's long now Taking the time I got for you then it went south Wasting my time when I could have had better Being a lover boy in summer no pleasurе (for real-for real) Cause you girls want thе heartbreak to come quicker Feeling so lost when you broke off, wanna take off Wanna bake off with you, no bless up Seeing you dance in the light, you're treasure (retro)  [Bridge] She switching bodies like that Carti ain't dropping Haze and Hennessey we got this shit hoppin' (man said that) Kiss and tell girls for the street they be clubbin' 707 we up in the mood we faded off tests and lies (For real-for real) After hours so timeless in the room We're fucking off bare drunk mood desires You might also like[Verse 2] Never thought that I could be a chaser Desires for you ain't a session for tasters I want all of you next to me till we wake up Eastside owls on the road we up violent With the trident, carrying Rambo's on pilots We flyin' drinking that henny no one like us (I-I-it is what it is) L-Lyca calling her up Black hole so much sorrow my heart unfolds Lost control we just spinning that on lows Until your heart controls, control that ass Till we're fucking on ten toes down the wrong route Ain't on going home, never too early, never too sober Addictive coming like Demi Lovato, starting to go up like Harlow  [Chorus] I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets [Outro] I lied but I hate you and love you but we got drinks though Acting a narcissist here but baby could you pop those Nothing here matters when we got (uh) The haze and the brandy, the haze and the brandy B-Brand new girl with the Hoodrich on Nevertheless you're not one for me Bad-baddies like you make me run with no sleep All of you die for these streets B-Brand new girl with the Hoodrich onEmbed"
​murderers around me,"1 Contributor​murderers around me Lyrics[Intro] See I lost you when I gave you my world And you lost me when I chased the murderers Around me I saved myself (needed) She thought she could open a new world in my heart  [Verse] Now I'm talking to her best friend My mind is in disarray Lack of knowledge and a date I forgot the feelings Now I'm stuck with all the reasons That I'm such a fucking joke Save me from the outside Come and catch me with no lines Come back girl see me up and down the skies When you're here I feel so alive Give me some sort of lucid high Or just suicide, low and high, all the time We crossed the line  [Chorus] There's murderers around me I keep chasing killers like she All I want is a world without me She an angel unlike the others Soft talk, all nice dreams But reality don't want me with you, but I do And when I kiss you I feel like I don't exist You might also like[Post-Chorus] Do you hate or want me? Confusing signals rot my brain They wanna play a game Stay the same over and over and other  [Outro] Do you hate or want me? Soft talk, all nice dreams There's murderers around me I keep chasing killers like she All I want is a world without me She an angel, unlike the othersEmbed"
Over Soon,"1 ContributorOver Soon Lyrics[Intro: Shiloh Dynasty & CofiCarrera] But you pay me no attention And you know how much I need you But you never even see me-me-me-me It was never us-  [Chorus] Sixteen now writing these songs Sixteen now faded from love Sixteen now I got it tough Sixteen now wanting to shove myself off a bridge Tried to kill myself, this life is too cold for me to come at ease  [Post-Chorus] It was never us how did we get here? Calling for you, you never once wanted me dear Lucifer babe you an angel but my fears Conversations sleeping while you let out tears  [Verse] I was once only about 11 When I found out that I wanted to die Demons and ammunition both crossfaded like my girl tonight Never thought I was capable of having my first love and I found myself a beauty she looked at me with a third eye Came back from holly and she and my friend was fucking like I just never noticed pain building up slowly then I Went on to have a 5 year relationship, we had 2 girls and 1 boy But before we could call them home at 14 They died there on their own, my heart only froze Felt loads of pain in my zone had seizures breakdowns at school Even had a few next to her too, every birthday followed my wishes tried to Cut my bloodstream like a fool, hated life so bad but found my muse I broke her heart like I always lose You might also like[Chorus] Sixteen now writing these songs Sixteen now faded from love Sixteen now I got it tough Sixteen now wanting to shove myself off a bridge Tried to kill myself, this life is too cold for me to come at ease  [Outro] Whoever listening now You're just entering my mind Be careful don't be so blind It's darker than what you find I'm giving my trust to you Cause what girl wants me to prove That I might die this year or lose Next year maybe it will be over soon, ay, over soonEmbed"
Scared 2 Ask,"1 ContributorScared 2 Ask Lyrics[Intro] Fuck love, I wanna get this right Kill me slowly wanna die tonight Us two were on the edge of our lives Do we jump holding hands to end this fight  [Chorus] Scared to ask if you want to share my little life-life Wanna steal your heart but you're hearts so light-light You an angel but are you mine-mine? You an angel but are you mine-mine? Scared to ask if you want to share my little life-life Wanna steal your heart but you're hearts so light-light You an angel but are you mine-mine? You an angеl but are you mine-mine?  [Verse] I'm so sad without timе, you on mine My little world can you track my sign Mixed signals I fear that you're so divine girl Take a hint and turn my world, divine features see in my dreams Callin' me babe, are you keen?, want you bad but do you fiend What my love here for you see?, you think that you're not for me I'll take you over the sea, the blood dripping from my jeans I cut cause I'm honestly so savagely undersea Emotion mixed with cold leaps, cold leaps Emotion mixed with cold leaps Jumping from the ecstasy, you don't want me to OD Oh me, I spent all my life on codeine Time moves so slow but so fast, me taking all this anxiety You keep me far from all the sad fumes Suicidal thoughts tendencies, keep me.. (falling too deep) You might also like[Chorus] Scared to ask if you want to share my little life-life Wanna steal your heart but you're hearts so light-light You an angel but are you mine-mine? You an angel but are you mine-mine? Scared to ask if you want to share my little life-life Wanna steal your heart but you're hearts so light-light You an angel but are you mine-mine? You an angel but are you mine-mine?  [Outro] Am I, am I enough for you You say the truth is it me and you? Deny the fight I'm always so high and Low at the same time (oh-oh) You really do have a thing for.. complicated girlsEmbed"
Sixteen 2 Pluto,"1 ContributorSixteen 2 Pluto Lyrics[Intro] (ahh, no fun hoping in and out of London, ooh-ooh-ooh) (lifes too fucking deep call my guy up he gon burn the leaf)  [Chorus] Sixteen 2 Pluto open, book page Forgot the opus, anxiety higher than a blunt No fun hoping in and out of London City street lights darker than me The way she talks brings me to leap Off a bridge pessimistic life's too fucking deep Call my guy up he gon' burn the leaf  [Verse] These past years I've been stuck in a box Mind clouded filled with all thoughts Heartbroken so hard my heart stopped Heartless now a lonechild a lost cause Wish I could turn my life off Echoes of silence my potentials lost Working so hard but money's stuck in the loft Luck nеver gave me a laddеr tryna fix me one Couldn't ever shoot for the stars Always left out of the fun, ay, oh, ah Dark thoughts keep chasing me Happier than ever but can’t ever be free Everybody dies I guess so I hope I lose myself cause I can’t cope It's okay without love, colours I always shove Homes always complaining about the ones that I love The girls, the drugs and the vibe tapes coming soon out the sky When it's night after hours I forever stay out the lights Nocturnal bitches, bloody scissors, bruised and cut Where it left stitches, hospital nights with just inches From the gates of my interest, don't ever find to rest Headaches, paranoia romance, wanting the full thing To come down here, wanting to feel it all without fear But it's just teasing me like a bitch, wanting the heat of it Fuck all the stitches, I feel like just cutting through I feel like just haunting all the blues, I'm fucking tired of letting go How the fuck did we lose?, How the fuck did we lose? You might also like[Pre-Chorus] Fucking spaceships in my mind don't wanna listen Don't wanna fucking go top of pictures She was almost 17 stars high but Low above fiction, not wanting to let go But hurting just wins a lot then there's addiction Feeling loose sometime feels so good but Fucked to the confliction, internally we're all so conflicted Life's feels like a little bit of rain which causes a lot of pain Seen shit I see in movies none which moved me the right way  [Chorus] Sixteen 2 Pluto open, book page Forgot the opus, anxiety higher than a blunt No fun hoping in and out of London City street lights darker than me The way she talks brings me to leap Off a bridge pessimistic life's too fucking deep Call my guy up he gon' burn the leaf  [Outro] I love us cause we’re so broken together How did we find ourselves go from loving forever To standing on the edge of bridges to deaden Dropped our notes before us we were losing our seconds And I'm forever asking myself, where did you go? You left me here just begging For you to come back we could’ve made the correction But your hearts resting under our broken lessons (woah-oh) When sunshine answered at 17 When sunshine answered, when sunshine answered When sunshine answered at 17, when sunshine answeredEmbed"
Suicide She Wrote,"1 ContributorSuicide She Wrote Lyrics[Intro] Oh baby don't cry, oh yeah baby don't cry 17 oh yeah, 17 stars, fuck (hmm)  [Verse 1] Baby don't cry I'll be here all night yeah Baby girl don't cry I'll be here all night Like suicide thoughts spinning in your mind Can't tell me why you feel like The walls keep closing on you no escape for you Adults keep overestimating how helpful, they are so unhelpful Cutting practice won't do so much so I die sorrowful  [Chorus] Life's a mess and I don't know What to do with myself but only Cutting, wiping her tears all day Just to drink and drive while the world lays Life's a mess and I don't know What to do with myself but only Smoking, popping pills all night Just to daze in the endless daylight  [Verse 2] She wanna, suicide she wrote Only living for the ride to low Room of hours killing me slowly Taking me under without the need Slowly I'm falling but don't help me Staying lowly before the cold leap You might also like[Bridge] Losing my heart and my mind somehow Cause the drugs and addiction is me now I wanna stop but body tells me that This person I'll always be  [Chorus] -I don't know What to do with myself but only Cutting, wiping her tears all day Just to drink and drive while the world lays Life's a mess and I don't know What to do with myself but only Smoking, popping pills all night Just to daze in the endless daylight  [Breakdown] Life's a mess and, pop a drink Losing my, my, my, I don't know, pop a drink, lose Life's a mess and, pop a drink Losing my, my, my, I don't know, pop a drink  [Outro] Slowly I'm falling but don’t help meEmbed"
Tears in the Rain,"1 ContributorTears in the Rain Lyrics[Intro: The Weeknd & CofiCarrera] Thinkin' 'bout it, girl you're thinkin' 'bout it What we got here, how we fuckin' got here They recognized, they just recognize I'm in a life without a home so this recognition's not enough I don't care about nobody else Cause I've been on these streets way too long, too long, too long Baby, I've been on this too long (Ty, ay, Retro, mhm)  [Verse 1] They tell me always DTB Faded from her love Lessons after lessons She's always walking ways from me Caramel skin on them knees (man said that) Casanova who? she asking for this Now the loves been keeping mе in tricks Getting my heart and soul always nicked From thе girls made from the manor She my 13 reasons why like Hannah Mi casa su casa could never be us (Retro) Cause we live life on that lust Never been loved always been fiending Never been okay always been bleeding Inside my soul I feel in completed (man said that) Wasted my time my love you defeated My love you defeated You might also like[Pre-Chorus] Never be never be lost like that Girls just want loving and fuss like that (for real, for real) Track it and track it again, ay Parties for 2 they be gone after that KB my queen till she dropped from the carousel Loads of queens up the duff boys do well (I-i-is what it is) ay boys do well (Retro)  [Chorus] You just been phoning me up, cancel the future with us Tears in the rain we're lost, love you till death I just thought Till you forget how to love, cancel the future with us Tears in the rain we're lost, love you till death I just thought  [Refrain] (man said that) Yeah, yeah, yeah, yeah, yeah, yeah, oh Yeah, yeah, yeah, yeah, yeah, yeah, oh Yeah, yeah, yeah, yeah, yeah, yeah, oh Yeah, yeah, yeah, yeah, yeah, yeah, oh, oh  [Bridge] Yeah, yeah, yeah, yeah, yeah, yeah (Retro) It's late for us to love Spinning from drugs we're up Shoot it we kick back and trust Save ZZZs for after the grind No sleep on this motive aight, ay 707 we kick back and grind, ay, oh [Verse 2] Angels and demons no different to me Popping pills every after the week Same shit all year we just kick it to weep Numb that shit better we're back on the street 5am in London (retro) we're spinning zoot, hours Longer than rulers we're fading up soulless Omens my heart and devotion 707 we're fucked up in bends 707 we're lost in the trance Girls texting my phone for what I'm enhanced Push you away but you come back for more Girl I be hearing your thoughts through that talk Streets calling your name and you bout to walk Aesthetic no business, just me so far Know that you ain't gonna be my Lottie Know that you ain't gonna be my star  [Pre-Chorus] Never be never be lost like that Girls just want loving and fuss like that (for real, for real) Track it and track it again, ay Parties for 2 they be gone after that KB my queen till she dropped from the carousel Loads of queens up the duff boys do well (I-i-is what it is) ay boys do well (Retro) [Chorus] You just been phoning me up, cancel the future with us Tears in the rain we're lost, love you till death I just thought Till you forget how to love, cancel the future with us Tears in the rain we're lost, love you till death I just thought You just been phoning me up, cancel the future with us Tears in the rain we're lost, love you till death I just thought Till you forget how to love, cancel the future with us Tears in the rain we're lost, love you till death I just thought  [Refrain] Yeah, yeah, yeah, yeah, yeah, yeah, oh Yeah, yeah, yeah, yeah (man said that) yeah, yeah, oh Yeah, yeah, yeah, yeah, yeah, yeah, oh Yeah, yeah, yeah, yeah, yeah, yeahEmbed"
"Time, Place, Let Me Know","1 ContributorTime, Place, Let Me Know Lyrics[Intro] (Hold up) pass me the spliff imma go up No up, re-up my bitch in this slow drop Pull up kill me a ditch imma go fuck No drug can handle me better than this smoke Ocean drop this on a island Hope for a demon to kiss me, miss me With all that diamond talking Control my mind slow walking Hawk at me like you taking these back shots Falling from my 360 spinning no Xbox This life is a game to me, ay, wasted so aimlessly Ay, ay, oh, aimlessly, oh-oh, ay, ay  [Chorus] Time, place, let me know, time, place, let me know 4am in London you know that it ain't only us involved Time, place, let me know Girl could you let me know?, girl could you let me know? Girl could you let mе know?, girl could you let me know? Time, placе, let me know, time, place, let me know 4am in London you know that it only us, us involved Time, place, let me know Girl could you let me know?, girl could you let me know? Girl could you let me know? You might also like[Verse 1] You could let me know That you’re not gon' love me hoe Claim that you involved With my heart, could you be so cold? Kill me slowly diamonds only will I die rich and lonely? Or sow these lashes up in my feelings Disconnected reasons I’ve been since here my world ain’t the one World without me, love to try she Cherrisoul she be I’m taken aback, hate to breathe Running a lap away from she Wanting me back so I just leave Bathroom scene, future ain’t calling me Which one will it be hoe?  [Verse 2] 707, me and you Could you be my cocaine princess? You don’t need to try so hard to impress Ay, cherrisoul up my love, ay 404 chases its enough bae Keep me going through high lane Take me down further to my place [Pre-Chorus] You blowing smoke in my face Wanna fuck me lost till our lives fate Fates a bitch when it’s the last date Most my idols are dead Deaden to my heavens not calling Demons dancing in my head, ay  [Chorus] Time, place, let me know, time, place, let me know 4am in London you know that it ain't only us involved Time, place, let me know Girl could you let me know?, girl could you let me know? Girl could you let me know?, girl could you let me know? Time, place, let me know, time, place, let me know 4am in London you know that it only us, us involved Time, place, let me know Girl could you let me know?, girl could you let me know? Girl could you let me know?Embed"
​too late,"1 Contributor​too late Lyrics[Verse 1] Natural, who would have thought that I'll be with you beautiful When you're around I feel like I'm so high with you Off the love that we share cause I'm lost in your views Without you I refuse yeah it's dark in the room The look you give me when you're on the floor seeing stars You're taking me to that avenue, I know what you need cause I'm lost in your views to be without you I refuse (yeah)  [Chorus] It's way too late, 2 30 in the rain 0 to 100 fast switching lanes When I first saw you I just needed to claim It's way too late, 4 30 with the haze You're an angel unlikе the others Baby girl we'll bе kissing behind the gold pane (yeah)  [Verse 2] Saw him in the room I looked down we were matching shoes How could I leave it to him to ask for me Our hearts both skipped a thousand heartbeats Time just melted asking for she I loved you before you even saw me Left to Pluto came back in a heartbeat Dropped all my rules cause I wanted you faithfully Never wrote letters but I asked you sincerely Baby I can't have enough of this dream You gave me what no one else could have You're before everything else my star dream You might also like[Pre-Chorus] (Ohh-oh) my star dream, yeah oh yeah Let's run that back (Late) Cause I'm lost in your views to be without you I refuse (yeah) (Late-ooh-late)  [Chorus] It's way too late, 2 30 in the rain 0 to 100 fast switching lanes When I first saw you I just needed to claim It's way too late, 4 30 with the haze You're an angel unlike the others Baby girl we'll be kissing behind the gold pane (yeah)  [Outro] (Late-ooh-late)Embed"
Toxic & Jaded,"1 ContributorToxic & Jaded Lyrics[Intro] Why are you wasting your time on me? ...and you advise me to give up every hope? Am I wasting my time?... I would say yes  [Chorus] My type of love will you leave you faded Off the molly no Mae ting Toxic levels off too jaded Girl you're the type to chase it But my heart you cannot raid it Cause my souls way too unaided Fucked 2 much with the fake summer love flings and The late night phone rings My type of love will you leave you faded Off the molly no Maе ting Toxic levels off too jaded Girl you'rе the type to chase it But my heart you cannot raid it Cause my souls way too unaided Fucked 2 much with the fake summer love flings and The late night phone rings  [Verse 1] Call out my name walking down the avenue No sleep for days walking to no life that's new Bloodshot eyes baby thinks it cute Never woke up from my dreams I knew Stuck in hell I'll meet you there at 2 AM nature's my life I grew Ain't leaving this earth without the tapes I choose Anxiety higher than Pluto I always lose Baby girl bring drinking all night moving loose Fucking in HD, eyes still blurry Nosebleeds I'll drop till the floor till I leave Fucking round with me will get you stuck by 3 My life's over weakened ice I see You might also like[Pre-Chorus] Futures fucked my mum sees, broken state I fiend Got a bit carried away into she Got my shit slipping in the missionary Fucked it raw and I ain't even on her themes Too suicidal for her needs Don't stop her from being on both knees and Falling for this so endlessly Why do they all fall so hard on me?  [Chorus] My type of love will you leave you faded Off the molly no Mae ting Toxic levels off too jaded Girl you're the type to chase it But my heart you cannot raid it Cause my souls way too unaided Fucked 2 much with the fake summer love flings and The late night phone rings My type of love will you leave you faded Off the molly no Mae ting Toxic levels off too jaded Girl you're the type to chase it But my heart you cannot raid it Cause my souls way too unaided Fucked 2 much with the fake summer love flings and The late night phone rings [Outro] Why do they all fall so hard on me? Can't you see I'm lost in my dreams? So faded, legs fucked from the lean Half empty bottles round the sheetsEmbed"
When The Flash On (Demo),"1 ContributorWhen The Flash On (Demo) LyricsDemo Snippet  [Verse] You don’t even know what you want Ripping me off like a bandaid Making me feel like a prossy the way I’ve been decayed Is it okay that we’ve been so much shit together Like we're paralleled in both states Saw the way you had your legs round him Kissing him on a downplay Fucking your friends next door like bae are we okay? Toxicness goes two deep and we’re afraid to ever say I love you So delusions just stay fate You made me scared to bring bitches and hoes to my own space Sisters going crazy cause they love you Like this ain’t your fucking house So why the fuck do you feel so comfortable in this way Girl you’re so fucking mental going Against the floor and up the walls I’m seeing your soul just float away That beautiful girl don’t ever go away Out of my mind, out my eyes You a mirror broken cause if I ever tried to fix you It just won’t be the same Seeing you just get passed around like this ain’t so easy for me She gave me lines the first time we felt so far from lonely Only if you gave it a chance babygirl You won’t be stuck in a trap, houses and avenues girl I only ever see you off maps, alleyways, PTSD Cause he never ask you that Running in the rain after tapes he never wanted love Heartbreak and feigning for hugs, cuddles and kisses no fucks I cheated on you too for luck, 3 4 times on different occasions Loves for vacations, standing in stations Suicidal doors won’t phase me but our arrangement Drifting off baking, OD on my mind See myself deteriorating, slowly mind never vacant Cause of you, baby look at me fading Desires never far from the lay ins with you Babygirl you got me lacing off the blues Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeahYou might also likeEmbed"
​where did you go?,"1 Contributor​where did you go? Lyrics[Pre-Verse] She said... ""drink more you'll be fine"" Girl its too much but I know ""I know you want more just than the (wine)""  [Verse 1] I still find myself watching you die My cries won't heal the pain in your eyes As you reminisced all those times The night was always the end of our lives Take it from me I know It's way too hard to slow your roll Girl I couldn't imagine how painful it is To know he still missing your lows  [Chorus] I told you never to go so deep Never to go so deep, never to go sleep Where did you go?, the waves just sat asleep Slowly you fade away, arms out on each side Never to go so deep, never to go sleep Where did you go?, the waves just sat asleep The door open wide and you’re cold inside  [Refrain] There at your final scene 6 missed calls and a lost dream The tap still ran while your Sights are out the window I told you never to go so deep Never to go so deep, never to go sleep Where did you go? The waves just sat asleep Slowly you fade away, arms out on each side You might also like[Chorus] I told you never to go so deep Never to go so deep, never to go sleep Where did you go?, the waves just sat asleep Slowly you fade away, arms out on each side Never to go so deep, never to go sleep Where did you go?, the waves just sat asleep The door open wide and you’re cold inside  [Outro] Popping pills Her despair slowly kills Popping pills- uh- s-suicide Suicide she slowly wroteEmbed"
Worth The Ride,"1 ContributorWorth The Ride Lyrics[Intro] (Man said that)  [Chorus] Never ever thought I’d ever rap grime But always knew I would always do bass So now I got this Bass and Grime Grime and Bass like I’m taking my time They're baked off over their lines and I’m sat here just watching like My lines don’t link cause I’m waiting on the train Though I know how she moves still I’m taking those whites Never ever thought I’d drink till a victim No vitamin c tho still feeling certified Cench playing off of systems, still in my no feelings era So bake off you write love letters Don’t give a fuck for the sweater weather So paranoid got me doing it nice For the wrong reasons I could fuck a hoe twice  [Verse] Not talking sexually but mentally Pushed her away and she asked why You got me here at 5 am Baby do you think was it worth the ride? Was it worth the night, was it worth your life? Cause if I weren’t too silly then I’d know that You got another nigga doing you nice like rice and peas Gotta ice on me, you play hide and seek Your mind games way too cheap Leaving in a week, hate to see you leave But nice to meet your friend You crazy girls always got it in mind don’t think that I notice Still I’ll slide for the entertainment, pressure payment Left the block cause they were acting famous Action camera you lot like strangers to me My exes are obsessed with references From the past like what the fuck Memories override on my head on text They got to me feigning for the bottle The smell PTSD to me Come and go on the 404 A127 going 60 with the 125cc You might also like[Bridge] Coming with the air like Coming with the haze like (coming with the haze like) Coming with the air like, coming with the haze like  [Chorus] Never ever thought I’d ever rap grime But always knew I would always do bass So now I got this Bass and Grime Grime and Bass like I’m taking my time They're baked off over their lines and I’m sat here just watching like My lines don’t link cause I’m waiting on the train Though I know how she moves still I’m taking those whites Never ever thought I’d drink till a victim No vitamin c tho still feeling certified Cench playing off of systems, still in my no feelings era So bake off you write love letters Don’t give a fuck for the sweater weather So paranoid got me doing it nice For the wrong reasons I could fuck a hoe twice So paranoid got me doing it nice For the wrong reasons I could fuck a hoe twiceEmbed"
